flipped,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
False,2012,TEXAS,TX,48,74,49,US HOUSE,14,gen,,False,RANDY WEBER,REPUBLICAN,False,TOTAL,131460,245839,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,15,gen,,False,RUB_N HINOJOSA,DEMOCRAT,False,TOTAL,89296,146661,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,16,gen,,False,BETO O'ROURKE,DEMOCRAT,False,TOTAL,101403,155005,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,17,gen,,False,BILL FLORES,REPUBLICAN,False,TOTAL,143284,179262,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,18,gen,,False,SHEILA JACKSON LEE,DEMOCRAT,False,TOTAL,146223,194932,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,19,gen,,False,RANDY NEUGEBAUER,REPUBLICAN,False,TOTAL,163239,192063,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,20,gen,,False,JOAQUIN CASTRO,DEMOCRAT,False,TOTAL,119032,186177,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,21,gen,,False,LAMAR SMITH,REPUBLICAN,False,TOTAL,187015,308865,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,22,gen,,False,PETE OLSON,REPUBLICAN,False,TOTAL,160668,250911,False,20201202,False
True,2012,TEXAS,TX,48,74,49,US HOUSE,23,gen,,False,PETE P. GALLEGO,DEMOCRAT,False,TOTAL,96676,192169,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,24,gen,,False,KENNY MARCHANT,REPUBLICAN,False,TOTAL,148586,243489,False,20201202,False
True,2012,TEXAS,TX,48,74,49,US HOUSE,25,gen,,False,ROGER WILLIAMS,REPUBLICAN,False,TOTAL,154245,263932,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,26,gen,,False,MICHAEL C. BURGESS,REPUBLICAN,False,TOTAL,176642,258723,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,27,gen,,False,BLAKE FARENTHOLD,REPUBLICAN,False,TOTAL,120684,212651,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,28,gen,,False,HENRY CUELLAR,DEMOCRAT,False,TOTAL,112456,165645,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,29,gen,,False,GENE GREEN,DEMOCRAT,False,TOTAL,86053,95611,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,30,gen,,False,EDDIE BERNICE JOHNSON,DEMOCRAT,False,TOTAL,171059,217014,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,31,gen,,False,JOHN R. CARTER,REPUBLICAN,False,TOTAL,145348,237187,False,20201202,False
False,2012,TEXAS,TX,48,74,49,US HOUSE,32,gen,,False,PETE SESSIONS,REPUBLICAN,False,TOTAL,146653,251636,False,20201202,False
False,2012,UTAH,UT,49,87,67,US HOUSE,1,gen,,False,ROB BISHOP,REPUBLICAN,False,TOTAL,175487,245528,False,20201202,False
True,2012,UTAH,UT,49,87,67,US HOUSE,2,gen,,False,CHRIS STEWART,REPUBLICAN,False,TOTAL,154523,248545,False,20201202,False
False,2012,UTAH,UT,49,87,67,US HOUSE,3,gen,,False,JASON CHAFFETZ,REPUBLICAN,False,TOTAL,198828,259547,False,20201202,False
False,2012,VERMONT,VT,50,13,6,US HOUSE,0,gen,,False,PETER WELCH,DEMOCRAT,False,TOTAL,208600,289931,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,1,gen,,False,ROBERT J. WITTMAN,REPUBLICAN,False,TOTAL,200845,356806,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,2,gen,,False,E. SCOTT RIGELL,REPUBLICAN,False,TOTAL,166231,309222,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,3,gen,,False,"ROBERT C. """"BOBBY"""" SCOTT",DEMOCRAT,False,TOTAL,259199,318936,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,4,gen,,False,J. RANDY FORBES,REPUBLICAN,False,TOTAL,199292,350046,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,5,gen,,False,ROBERT HURT,REPUBLICAN,False,TOTAL,193009,348111,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,6,gen,,False,BOB GOODLATTE,REPUBLICAN,False,TOTAL,211278,323893,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,7,gen,,False,ERIC CANTOR,REPUBLICAN,False,TOTAL,222983,381909,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,8,gen,,False,JAMES P. MORAN,DEMOCRAT,False,TOTAL,226847,351187,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,9,gen,,False,H. MORGAN GRIFFITH,REPUBLICAN,False,TOTAL,184882,301658,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,10,gen,,False,FRANK R. WOLF,REPUBLICAN,False,TOTAL,214038,366444,False,20201202,False
False,2012,VIRGINIA,VA,51,54,40,US HOUSE,11,gen,,False,GERALD E. CONNOLLY,DEMOCRAT,False,TOTAL,202606,332243,False,20201202,False
False,2012,WASHINGTON,WA,53,91,73,US HOUSE,1,gen,,False,SUZAN DELBENE,DEMOCRAT,False,TOTAL,177025,328212,False,20201202,False
False,2012,WASHINGTON,WA,53,91,73,US HOUSE,2,gen,,False,RICK LARSEN,DEMOCRAT,False,TOTAL,184826,302291,False,20201202,False
False,2012,WASHINGTON,WA,53,91,73,US HOUSE,3,gen,,False,JAIME HERRERA BEUTLER,REPUBLICAN,False,TOTAL,177446,293884,False,20201202,False
False,2012,WASHINGTON,WA,53,91,73,US HOUSE,4,gen,,False,DOC HASTINGS,REPUBLICAN,False,TOTAL,154749,233689,False,20201202,False
False,2012,WASHINGTON,WA,53,91,73,US HOUSE,5,gen,,False,CATHY MCMORRIS RODGERS,REPUBLICAN,False,TOTAL,191066,308578,False,20201202,False
False,2012,WASHINGTON,WA,53,91,73,US HOUSE,6,gen,,False,DEREK KILMER,DEMOCRAT,False,TOTAL,186661,316386,False,20201202,False
False,2012,WASHINGTON,WA,53,91,73,US HOUSE,7,gen,,False,JIM MCDERMOTT,DEMOCRAT,False,TOTAL,298368,374580,False,20201202,False
False,2012,WASHINGTON,WA,53,91,73,US HOUSE,8,gen,,False,DAVID G. REICHERT,REPUBLICAN,False,TOTAL,180204,302090,False,20201202,False
False,2012,WASHINGTON,WA,53,91,73,US HOUSE,9,gen,,False,ADAM SMITH,DEMOCRAT,False,TOTAL,192034,268139,False,20201202,False
False,2012,WEST VIRGINIA,WV,54,55,56,US HOUSE,1,gen,,False,DAVID B. MCKINLEY,REPUBLICAN,False,TOTAL,133809,214151,False,20201202,False
False,2012,WEST VIRGINIA,WV,54,55,56,US HOUSE,2,gen,,False,SHELLEY MOORE CAPITO,REPUBLICAN,False,TOTAL,158206,226766,False,20201202,False
False,2012,WEST VIRGINIA,WV,54,55,56,US HOUSE,3,gen,,False,NICK J. RAHALL II,DEMOCRAT,False,TOTAL,108199,200437,False,20201202,False
False,2012,WISCONSIN,WI,55,35,25,US HOUSE,1,gen,,False,PAUL RYAN,REPUBLICAN,False,TOTAL,200423,365058,False,20201202,False
False,2012,WISCONSIN,WI,55,35,25,US HOUSE,2,gen,,False,MARK POCAN,DEMOCRAT,False,TOTAL,265422,390898,False,20201202,False
False,2012,WISCONSIN,WI,55,35,25,US HOUSE,3,gen,,False,RON KIND,DEMOCRAT,False,TOTAL,217712,339764,False,20201202,False
False,2012,WISCONSIN,WI,55,35,25,US HOUSE,4,gen,,False,GWEN MOORE,DEMOCRAT,False,TOTAL,235257,325788,False,20201202,False
False,2012,WISCONSIN,WI,55,35,25,US HOUSE,5,gen,,False,"F. JAMES SENSENBRENNER, JR.",REPUBLICAN,False,TOTAL,250335,369664,False,20201202,False
False,2012,WISCONSIN,WI,55,35,25,US HOUSE,6,gen,,False,THOMAS E. PETRI,REPUBLICAN,False,TOTAL,223460,359745,False,20201202,False
False,2012,WISCONSIN,WI,55,35,25,US HOUSE,7,gen,,False,SEAN P. DUFFY,REPUBLICAN,False,TOTAL,201720,359669,False,20201202,False
False,2012,WISCONSIN,WI,55,35,25,US HOUSE,8,gen,,False,REID J. RIBBLE,REPUBLICAN,False,TOTAL,198874,355464,False,20201202,False
False,2012,WYOMING,WY,56,83,68,US HOUSE,0,gen,,False,CYNTHIA M. LUMMIS,REPUBLICAN,False,TOTAL,166452,250700,False,20201202,False
False,2014,ALABAMA,AL,1,63,41,US HOUSE,1,gen,,False,BRADLEY BYRNE,REPUBLICAN,False,TOTAL,103758,152234,False,20201202,False
False,2014,ALABAMA,AL,1,63,41,US HOUSE,2,gen,,False,MARTHA ROBY,REPUBLICAN,False,TOTAL,113103,167952,False,20201202,False
False,2014,ALABAMA,AL,1,63,41,US HOUSE,3,gen,,False,MIKE ROGERS,REPUBLICAN,False,TOTAL,103558,156620,False,20201202,False
False,2014,ALABAMA,AL,1,63,41,US HOUSE,4,gen,,False,ROBERT B. ADERHOLT,REPUBLICAN,False,TOTAL,132831,134752,False,20201202,False
False,2014,ALABAMA,AL,1,63,41,US HOUSE,5,gen,,False,MO BROOKS,REPUBLICAN,False,TOTAL,115338,154974,False,20201202,False
False,2014,ALABAMA,AL,1,63,41,US HOUSE,6,gen,,False,GARY PALMER,REPUBLICAN,False,TOTAL,135945,178449,False,20201202,False
False,2014,ALABAMA,AL,1,63,41,US HOUSE,7,gen,,False,TERRI A. SEWELL,DEMOCRAT,False,TOTAL,133687,135899,False,20201202,False
False,2014,ALASKA,AK,2,94,81,US HOUSE,0,gen,,False,DON YOUNG,REPUBLICAN,False,TOTAL,142572,279741,False,20201202,False
False,2014,ARIZONA,AZ,4,86,61,US HOUSE,1,gen,,False,ANN KIRKPATRICK,DEMOCRAT,False,TOTAL,97391,185114,False,20201202,False
True,2014,ARIZONA,AZ,4,86,61,US HOUSE,2,gen,,False,MARTHA MCSALLY,REPUBLICAN,False,TOTAL,109704,219351,False,20201202,False
False,2014,ARIZONA,AZ,4,86,61,US HOUSE,3,gen,,False,RA_L M. GRIJALVA,DEMOCRAT,False,TOTAL,58192,104428,False,20201202,False
False,2014,ARIZONA,AZ,4,86,61,US HOUSE,4,gen,,False,PAUL A. GOSAR,REPUBLICAN,False,TOTAL,122560,175179,False,20201202,False
False,2014,ARIZONA,AZ,4,86,61,US HOUSE,5,gen,,False,MATT SALMON,REPUBLICAN,False,TOTAL,124867,179463,False,20201202,False
False,2014,ARIZONA,AZ,4,86,61,US HOUSE,6,gen,,False,DAVID SCHWEIKERT,REPUBLICAN,False,TOTAL,129578,199776,False,20201202,False
False,2014,ARIZONA,AZ,4,86,61,US HOUSE,7,gen,,False,RUBEN GALLEGO,DEMOCRAT,False,TOTAL,54235,72454,False,20201202,False
False,2014,ARIZONA,AZ,4,86,61,US HOUSE,8,gen,,False,TRENT FRANKS,REPUBLICAN,False,TOTAL,128710,169776,False,20201202,False
False,2014,ARIZONA,AZ,4,86,61,US HOUSE,9,gen,,False,KYRSTEN SINEMA,DEMOCRAT,False,TOTAL,88609,162062,False,20201202,False
False,2014,ARKANSAS,AR,5,71,42,US HOUSE,1,gen,,False,"ERIC A. """"RICK"""" CRAWFORD",REPUBLICAN,False,TOTAL,124139,196256,False,20201202,False
False,2014,ARKANSAS,AR,5,71,42,US HOUSE,2,gen,,False,FRENCH HILL,REPUBLICAN,False,TOTAL,123073,237330,False,20201202,False
False,2014,ARKANSAS,AR,5,71,42,US HOUSE,3,gen,,False,STEVE WOMACK,REPUBLICAN,False,TOTAL,151630,190935,False,20201202,False
False,2014,ARKANSAS,AR,5,71,42,US HOUSE,4,gen,,False,BRUCE WESTERMAN,REPUBLICAN,False,TOTAL,110789,206131,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,1,gen,,False,DOUG LAMALFA,REPUBLICAN,False,TOTAL,132052,216372,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,2,gen,,False,JARED HUFFMAN,DEMOCRAT,False,TOTAL,163124,217524,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,3,gen,,False,JOHN GARAMENDI,DEMOCRAT,False,TOTAL,79224,150260,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,4,gen,,False,TOM MCCLINTOCK,REPUBLICAN,False,TOTAL,126784,211134,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,5,gen,,False,MIKE THOMPSON,DEMOCRAT,False,TOTAL,129613,171148,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,6,gen,,False,DORIS O. MATSUI,DEMOCRAT,False,TOTAL,97008,133456,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,7,gen,,False,AMI BERA,DEMOCRAT,False,TOTAL,92521,183587,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,8,gen,,False,PAUL COOK,REPUBLICAN,False,TOTAL,77480,114536,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,9,gen,,False,JERRY MCNERNEY,DEMOCRAT,False,TOTAL,63475,121204,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,10,gen,,False,JEFF DENHEM,REPUBLICAN,False,TOTAL,70582,125705,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,11,gen,,False,MARK DESAULNIER,DEMOCRAT,False,TOTAL,117502,174662,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,12,gen,,False,NANCY PELOSI,DEMOCRAT,False,TOTAL,160067,192264,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,13,gen,,False,BARBARA LEE,DEMOCRAT,False,TOTAL,168491,190431,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,14,gen,,False,JACKIE SPEIER,DEMOCRAT,False,TOTAL,114389,149146,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,15,gen,,False,ERIC SWALWELL,DEMOCRAT,False,TOTAL,99756,142906,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,16,gen,,False,JIM COSTA,DEMOCRAT,False,TOTAL,46277,91220,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,17,gen,,False,MICHAEL M. HONDA,DEMOCRAT,False,TOTAL,69561,134408,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,18,gen,,False,ANNA G. ESHOO,DEMOCRAT,False,TOTAL,133060,196386,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,19,gen,,False,ZOE LOFGREN,DEMOCRAT,False,TOTAL,85888,127788,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,20,gen,,False,SAM FARR,DEMOCRAT,False,TOTAL,106034,141044,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,21,gen,,False,DAVID G. VALADAO,REPUBLICAN,False,TOTAL,45907,79377,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,22,gen,,False,DEVIN NUNES,REPUBLICAN,False,TOTAL,96053,133342,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,23,gen,,False,KEVIN MCCARTHY,REPUBLICAN,False,TOTAL,100317,134043,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,24,gen,,False,LOIS CAPPS,DEMOCRAT,False,TOTAL,103228,198794,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,25,gen,,False,STEVE KNIGHT,REPUBLICAN,False,TOTAL,60847,114072,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,26,gen,,False,JULIA BROWNLEY,DEMOCRAT,False,TOTAL,87176,169829,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,27,gen,,False,JUDY CHU,DEMOCRAT,False,TOTAL,75728,127580,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,28,gen,,False,ADAM B. SCHIFF,DEMOCRAT,False,TOTAL,91996,120264,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,29,gen,,False,TONY C_RDENAS,DEMOCRAT,False,TOTAL,50096,67141,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,30,gen,,False,BRAD SHERMAN,DEMOCRAT,False,TOTAL,86568,131883,False,20201202,False
True,2014,CALIFORNIA,CA,6,93,71,US HOUSE,31,gen,,False,PETE AGUILAR,DEMOCRAT,False,TOTAL,51622,99784,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,32,gen,,False,GRACE F. NAPOLITANO,DEMOCRAT,False,TOTAL,50353,84406,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,33,gen,,False,TED LIEU,DEMOCRAT,False,TOTAL,108331,183031,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,34,gen,,False,XAVIER BECERRA,DEMOCRAT,False,TOTAL,44697,61621,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,35,gen,,False,NORMA J. TORRES,DEMOCRAT,False,TOTAL,39502,62255,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,36,gen,,False,RAUL RUIZ,DEMOCRAT,False,TOTAL,72682,134139,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,37,gen,,False,KAREN BASS,DEMOCRAT,False,TOTAL,96787,114838,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,38,gen,,False,LINDA T. S_NCHEZ,DEMOCRAT,False,TOTAL,58192,98480,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,39,gen,,False,EDWARD R. ROYCE,REPUBLICAN,False,TOTAL,91319,133225,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,40,gen,,False,LUCILLE ROYBAL-ALLARD,DEMOCRAT,False,TOTAL,30208,49379,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,41,gen,,False,MARK TAKANO,DEMOCRAT,False,TOTAL,46948,82884,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,42,gen,,False,KEN CALVERT,REPUBLICAN,False,TOTAL,74540,113390,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,43,gen,,False,MAXINE WATERS,DEMOCRAT,False,TOTAL,69681,98202,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,44,gen,,False,JANICE HAHN,DEMOCRAT,False,TOTAL,59670,68862,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,45,gen,,False,MIMI WALTERS,REPUBLICAN,False,TOTAL,106083,162902,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,46,gen,,False,LORETTA SANCHEZ,DEMOCRAT,False,TOTAL,49738,83315,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,47,gen,,False,ALAN S. LOWENTHAL,DEMOCRAT,False,TOTAL,69091,123400,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,48,gen,,False,DANA ROHRACHER,REPUBLICAN,False,TOTAL,112082,174795,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,49,gen,,False,DARRELL E. ISSA,REPUBLICAN,False,TOTAL,98161,163142,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,50,gen,,False,DUNCAN HUNTER,REPUBLICAN,False,TOTAL,111997,157299,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,51,gen,,False,JUAN VARGAS,DEMOCRAT,False,TOTAL,56373,81950,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,52,gen,,False,SCOTT H. PETERS,DEMOCRAT,False,TOTAL,98826,191572,False,20201202,False
False,2014,CALIFORNIA,CA,6,93,71,US HOUSE,53,gen,,False,SUSAN A. DAVIS,DEMOCRAT,False,TOTAL,87104,148044,False,20201202,False
False,2014,COLORADO,CO,8,84,62,US HOUSE,1,gen,,False,DIANA DEGETTE,DEMOCRAT,False,TOTAL,183281,278494,False,20201202,False
False,2014,COLORADO,CO,8,84,62,US HOUSE,2,gen,,False,JARED POLIS,DEMOCRAT,False,TOTAL,196300,345945,False,20201202,False
False,2014,COLORADO,CO,8,84,62,US HOUSE,3,gen,,False,SCOTT R. TIPTON,REPUBLICAN,False,TOTAL,163011,281141,False,20201202,False
False,2014,COLORADO,CO,8,84,62,US HOUSE,4,gen,,False,KEN BUCK,REPUBLICAN,False,TOTAL,185292,286507,False,20201202,False
False,2014,COLORADO,CO,8,84,62,US HOUSE,5,gen,,False,DOUG LAMBORN,REPUBLICAN,False,TOTAL,157182,262855,False,20201202,False
False,2014,COLORADO,CO,8,84,62,US HOUSE,6,gen,,False,MIKE COFFMAN,REPUBLICAN,False,TOTAL,143467,276440,False,20201202,False
False,2014,COLORADO,CO,8,84,62,US HOUSE,7,gen,,False,ED PERLMUTTER,DEMOCRAT,False,TOTAL,148225,269143,False,20201202,False
False,2014,CONNECTICUT,CT,9,16,1,US HOUSE,1,gen,,False,JOHN B. LARSON,DEMOCRAT,False,TOTAL,127430,217881,False,20201202,True
False,2014,CONNECTICUT,CT,9,16,1,US HOUSE,2,gen,,False,JOE COURTNEY,DEMOCRAT,False,TOTAL,131294,227936,False,20201202,True
False,2014,CONNECTICUT,CT,9,16,1,US HOUSE,3,gen,,False,ROSA L. DELAURO,DEMOCRAT,False,TOTAL,130009,209939,False,20201202,True
False,2014,CONNECTICUT,CT,9,16,1,US HOUSE,4,gen,,False,JAMES A. HIMES,DEMOCRAT,False,TOTAL,101401,198800,False,20201202,True
False,2014,CONNECTICUT,CT,9,16,1,US HOUSE,5,gen,,False,ELIZABETH H. ESTY,DEMOCRAT,False,TOTAL,106256,213301,False,20201202,True
False,2014,DELAWARE,DE,10,51,11,US HOUSE,0,gen,,False,"JOHN C. CARNEY, JR.",DEMOCRAT,False,TOTAL,137251,231617,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,1,gen,,False,JEFF MILLER,REPUBLICAN,False,TOTAL,165086,235343,False,20201202,False
True,2014,FLORIDA,FL,12,59,43,US HOUSE,2,gen,,False,GWEN GRAHAM,DEMOCRAT,False,TOTAL,126096,249780,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,3,gen,,False,TED S. YOHO,REPUBLICAN,False,TOTAL,148691,228809,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,4,gen,,False,ANDER CRENSHAW,REPUBLICAN,False,TOTAL,177887,227253,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,5,gen,,False,CORRINE BROWN,DEMOCRAT,False,TOTAL,112340,171577,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,6,gen,,False,RON DESANTIS,REPUBLICAN,False,TOTAL,166254,265817,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,7,gen,,False,JOHN L. MICA,REPUBLICAN,False,TOTAL,144474,227164,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,8,gen,,False,BILL POSEY,REPUBLICAN,False,TOTAL,180728,274513,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,9,gen,,False,ALAN GRAYSON,DEMOCRAT,False,TOTAL,93850,173878,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,10,gen,,False,DANIEL WEBSTER,REPUBLICAN,False,TOTAL,143128,232574,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,11,gen,,False,RICHARD B. NUGENT,REPUBLICAN,False,TOTAL,181508,272294,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,12,gen,,False,GUS M. BILIRAKIS,REPUBLICAN,False,TOTAL,1,1,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,13,gen,,False,DAVID W. JOLLY,REPUBLICAN,False,TOTAL,168172,223576,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,14,gen,,False,KATHY CASTOR,DEMOCRAT,False,TOTAL,1,1,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,15,gen,,False,DENNIS A. ROSS,REPUBLICAN,False,TOTAL,128750,213582,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,16,gen,,False,VERN BUCHANAN,REPUBLICAN,False,TOTAL,169126,274829,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,17,gen,,False,THOMAS J. ROONEY,REPUBLICAN,False,TOTAL,141493,223756,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,18,gen,,False,PATRICK MURPHY,DEMOCRAT,False,TOTAL,151478,253374,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,19,gen,,False,CURT CLAWSON,REPUBLICAN,False,TOTAL,159354,246861,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,20,gen,,False,ALCEE L. HASTINGS,DEMOCRAT,False,TOTAL,128498,157466,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,21,gen,,False,THEODORE E. DEUTCH,DEMOCRAT,False,TOTAL,153395,153970,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,22,gen,,False,LOIS FRANKEL,DEMOCRAT,False,TOTAL,125404,216096,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,23,gen,,False,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT,False,TOTAL,103269,164788,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,24,gen,,False,FREDERICA S. WILSON,DEMOCRAT,False,TOTAL,129192,149918,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,25,gen,,False,MARIO DIAZ-BALART,REPUBLICAN,False,TOTAL,1,1,False,20201202,False
True,2014,FLORIDA,FL,12,59,43,US HOUSE,26,gen,,False,CARLOS CURBELO,REPUBLICAN,False,TOTAL,83031,161337,False,20201202,False
False,2014,FLORIDA,FL,12,59,43,US HOUSE,27,gen,,False,ILEANA ROS-LEHTINEN,REPUBLICAN,False,TOTAL,1,1,False,20201202,False
False,2014,GEORGIA,GA,13,58,44,US HOUSE,1,gen,,False,"E. L. """"BUDDY"""" CARTER",REPUBLICAN,False,TOTAL,95337,156512,False,20201202,False
False,2014,GEORGIA,GA,13,58,44,US HOUSE,2,gen,,False,SANFORD D. BISHOP JR.,DEMOCRAT,False,TOTAL,96363,162900,False,20201202,False
False,2014,GEORGIA,GA,13,58,44,US HOUSE,3,gen,,False,LYNN A. WESTMORELAND,REPUBLICAN,False,TOTAL,156277,156277,False,20201202,False
False,2014,GEORGIA,GA,13,58,44,US HOUSE,4,gen,,False,"HENRY C. """"HANK"""" JOHNSON JR.",DEMOCRAT,False,TOTAL,161211,161320,False,20201202,False
False,2014,GEORGIA,GA,13,58,44,US HOUSE,5,gen,,False,JOHN LEWIS,DEMOCRAT,False,TOTAL,170326,170326,False,20201202,False
False,2014,GEORGIA,GA,13,58,44,US HOUSE,6,gen,,False,TOM PRICE,REPUBLICAN,False,TOTAL,139018,210504,False,20201202,False
