flipped,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,24,gen,,False,SALUD CARBAJAL,DEMOCRAT,False,TOTAL,166550,284431,False,20201202,False
True,2018,CALIFORNIA,CA,6,93,71,US HOUSE,25,gen,,False,KATIE HILL,DEMOCRAT,False,TOTAL,133209,245022,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,26,gen,,False,JULIA BROWNLEY,DEMOCRAT,False,TOTAL,158216,255426,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,27,gen,,False,JUDY CHU,DEMOCRAT,False,TOTAL,160504,202636,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,28,gen,,False,ADAM B. SCHIFF,DEMOCRAT,False,TOTAL,196662,250934,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,29,gen,,False,TONY CARDENAS,DEMOCRAT,False,TOTAL,124697,154692,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,30,gen,,False,BRAD SHERMAN,DEMOCRAT,False,TOTAL,191573,260993,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,31,gen,,False,PETE AGUILAR,DEMOCRAT,False,TOTAL,110143,187495,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,32,gen,,False,GRACE FLORES NAPOLITANO,DEMOCRAT,False,TOTAL,121759,177031,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,33,gen,,False,TED W. LIEU,DEMOCRAT,False,TOTAL,219091,312860,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,34,gen,,False,JIMMY GOMEZ,DEMOCRAT,False,TOTAL,110195,151906,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,35,gen,,False,NORMA J. TORRES,DEMOCRAT,False,TOTAL,103420,149024,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,36,gen,,False,RAUL RUIZ,DEMOCRAT,False,TOTAL,122169,207008,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,37,gen,,False,KAREN BASS,DEMOCRAT,False,TOTAL,210555,236378,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,38,gen,,False,LINDA T. SANCHEZ,DEMOCRAT,False,TOTAL,139188,202156,False,20201202,False
True,2018,CALIFORNIA,CA,6,93,71,US HOUSE,39,gen,,False,GIL CISNEROS,DEMOCRAT,False,TOTAL,126002,244393,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,40,gen,,False,LUCILLE ROYBAL-ALLARD,DEMOCRAT,False,TOTAL,93938,121449,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,41,gen,,False,MARK TAKANO,DEMOCRAT,False,TOTAL,108227,166248,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,42,gen,,False,KEN CALVERT,REPUBLICAN,False,TOTAL,131040,231932,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,43,gen,,False,MAXINE WATERS,DEMOCRAT,False,TOTAL,152272,196052,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,44,gen,,False,NANETTE DIAZ BARRAGAN,DEMOCRAT,False,TOTAL,97944,143322,False,20201202,False
True,2018,CALIFORNIA,CA,6,93,71,US HOUSE,45,gen,,False,KATIE PORTER,DEMOCRAT,False,TOTAL,158906,305289,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,46,gen,,False,LOU CORREA,DEMOCRAT,False,TOTAL,102278,147916,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,47,gen,,False,ALAN LOWENTHAL,DEMOCRAT,False,TOTAL,143354,221036,False,20201202,False
True,2018,CALIFORNIA,CA,6,93,71,US HOUSE,48,gen,,False,HARLEY ROUDA,DEMOCRAT,False,TOTAL,157837,294736,False,20201202,False
True,2018,CALIFORNIA,CA,6,93,71,US HOUSE,49,gen,,False,MIKE LEVIN,DEMOCRAT,False,TOTAL,166453,295030,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,50,gen,,False,DUNCAN HUNTER,REPUBLICAN,False,TOTAL,134362,259810,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,51,gen,,False,JUAN VARGAS,DEMOCRAT,False,TOTAL,109527,153828,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,52,gen,,False,SCOTT PETERS,DEMOCRAT,False,TOTAL,188992,296007,False,20201202,False
False,2018,CALIFORNIA,CA,6,93,71,US HOUSE,53,gen,,False,SUSAN A. DAVIS,DEMOCRAT,False,TOTAL,185667,268794,False,20201202,False
False,2018,COLORADO,CO,8,84,62,US HOUSE,1,gen,,False,DIANA DEGETTE,DEMOCRAT,False,TOTAL,272886,369693,False,20201202,False
False,2018,COLORADO,CO,8,84,62,US HOUSE,2,gen,,False,JOE NEGUSE,DEMOCRAT,False,TOTAL,259608,430614,False,20201202,False
False,2018,COLORADO,CO,8,84,62,US HOUSE,3,gen,,False,SCOTT R. TIPTON,REPUBLICAN,False,TOTAL,173205,336189,False,20201202,False
False,2018,COLORADO,CO,8,84,62,US HOUSE,4,gen,,False,KEN BUCK,REPUBLICAN,False,TOTAL,224038,369582,False,20201202,False
False,2018,COLORADO,CO,8,84,62,US HOUSE,5,gen,,False,DOUG LAMBORN,REPUBLICAN,False,TOTAL,184002,322645,False,20201202,False
True,2018,COLORADO,CO,8,84,62,US HOUSE,6,gen,,False,JASON CROW,DEMOCRAT,False,TOTAL,187639,346817,False,20201202,False
False,2018,COLORADO,CO,8,84,62,US HOUSE,7,gen,,False,ED PERLMUTTER,DEMOCRAT,False,TOTAL,204260,338006,False,20201202,False
False,2018,CONNECTICUT,CT,9,16,1,US HOUSE,1,gen,,False,JOHN B LARSON,DEMOCRAT,False,TOTAL,166155,274140,False,20201202,True
False,2018,CONNECTICUT,CT,9,16,1,US HOUSE,2,gen,,False,JOE COURTNEY,DEMOCRAT,False,TOTAL,167659,289114,False,20201202,True
False,2018,CONNECTICUT,CT,9,16,1,US HOUSE,3,gen,,False,ROSA L DELAURO,DEMOCRAT,False,TOTAL,163211,270239,False,20201202,True
False,2018,CONNECTICUT,CT,9,16,1,US HOUSE,4,gen,,False,JIM HIMES,DEMOCRAT,False,TOTAL,168726,275651,False,20201202,False
False,2018,CONNECTICUT,CT,9,16,1,US HOUSE,5,gen,,False,JAHANA HAYES,DEMOCRAT,False,TOTAL,142901,270664,False,20201202,True
False,2018,DELAWARE,DE,10,51,11,US HOUSE,0,gen,,False,LISA BLUNT ROCHESTER,DEMOCRAT,False,TOTAL,227353,352737,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,1,gen,,False,MATT GAETZ,REPUBLICAN,False,TOTAL,216189,322388,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,2,gen,,False,NEAL DUNN,REPUBLICAN,False,TOTAL,199335,295568,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,3,gen,,False,TED YOHO,REPUBLICAN,False,TOTAL,176616,306496,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,4,gen,,False,JOHN H. RUTHERFORD,REPUBLICAN,False,TOTAL,248420,381249,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,5,gen,,False,AL LAWSON,DEMOCRAT,False,TOTAL,180527,270326,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,6,gen,,False,MICHAEL WALTZ,REPUBLICAN,False,TOTAL,187891,333649,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,7,gen,,False,STEPHANIE MURPHY,DEMOCRAT,False,TOTAL,183113,317398,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,8,gen,,False,BILL POSEY,REPUBLICAN,False,TOTAL,218112,360527,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,9,gen,,False,DARREN SOTO,DEMOCRAT,False,TOTAL,172172,296737,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,11,gen,,False,DANIEL WEBSTER,REPUBLICAN,False,TOTAL,239395,367506,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,12,gen,,False,GUS MICHAEL BILIRAKIS,REPUBLICAN,False,TOTAL,194564,334918,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,13,gen,,False,CHARLIE CRIST,DEMOCRAT,False,TOTAL,182717,316971,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,15,gen,,False,ROSS SPANO,REPUBLICAN,False,TOTAL,151380,285532,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,16,gen,,False,VERN BUCHANAN,REPUBLICAN,False,TOTAL,197483,361946,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,17,gen,,False,GREG STEUBE,REPUBLICAN,False,TOTAL,193326,310520,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,18,gen,,False,BRIAN MAST,REPUBLICAN,False,TOTAL,185905,342359,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,19,gen,,False,FRANCIS ROONEY,REPUBLICAN,False,TOTAL,211465,339607,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,20,gen,,False,ALCEE L. HASTINGS,DEMOCRAT,False,TOTAL,202659,202824,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,22,gen,,False,TED DEUTCH,DEMOCRAT,False,TOTAL,184634,297683,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,23,gen,,False,DEBBIE WASSERMAN SCHULTZ,DEMOCRAT,False,TOTAL,161611,276366,False,20201202,False
False,2018,FLORIDA,FL,12,59,43,US HOUSE,25,gen,,False,MARIO DIAZ-BALART,REPUBLICAN,False,TOTAL,128672,212845,False,20201202,False
True,2018,FLORIDA,FL,12,59,43,US HOUSE,26,gen,,False,DEBBIE MUCARSEL-POWELL,DEMOCRAT,False,TOTAL,119797,235475,False,20201202,False
True,2018,FLORIDA,FL,12,59,43,US HOUSE,27,gen,,False,DONNA SHALALA,DEMOCRAT,False,TOTAL,130743,252586,False,20201202,False
False,2018,GEORGIA,GA,13,58,44,US HOUSE,1,gen,,False,"EARL L. """"""""BUDDY"""""""" CARTER",REPUBLICAN,False,TOTAL,144741,250683,False,20201202,False
False,2018,GEORGIA,GA,13,58,44,US HOUSE,2,gen,,False,SANFORD BISHOP,DEMOCRAT,False,TOTAL,136699,229171,False,20201202,False
False,2018,GEORGIA,GA,13,58,44,US HOUSE,3,gen,,False,DREW FERGUSON,REPUBLICAN,False,TOTAL,191996,293006,False,20201202,False
False,2018,GEORGIA,GA,13,58,44,US HOUSE,4,gen,,False,"HENRY C """"""""HANK"""""""" JOHNSON JR",DEMOCRAT,False,TOTAL,227717,288809,False,20201202,False
False,2018,GEORGIA,GA,13,58,44,US HOUSE,5,gen,,False,JOHN R. LEWIS,DEMOCRAT,False,TOTAL,275406,275406,False,20201202,False
False,2018,GEORGIA,GA,13,58,44,US HOUSE,7,gen,,False,ROB WOODALL,REPUBLICAN,False,TOTAL,140430,280441,False,20201202,False
False,2018,GEORGIA,GA,13,58,44,US HOUSE,10,gen,,False,JODY HICE,REPUBLICAN,False,TOTAL,190396,302735,False,20201202,False
False,2018,GEORGIA,GA,13,58,44,US HOUSE,11,gen,,False,BARRY LOUDERMILK,REPUBLICAN,False,TOTAL,191887,310540,False,20201202,False
False,2018,GEORGIA,GA,13,58,44,US HOUSE,14,gen,,False,TOM GRAVES,REPUBLICAN,False,TOTAL,175743,229724,False,20201202,False
False,2018,HAWAII,HI,15,95,82,US HOUSE,1,gen,,False,ED CASE,DEMOCRAT,False,TOTAL,134650,184211,False,20201202,False
False,2018,HAWAII,HI,15,95,82,US HOUSE,2,gen,,False,TULSI GABBARD,DEMOCRAT,False,TOTAL,153271,198121,False,20201202,False
False,2018,IDAHO,ID,16,82,63,US HOUSE,1,gen,,False,RUSS FULCHER,REPUBLICAN,False,TOTAL,197719,315069,False,20201202,False
False,2018,IDAHO,ID,16,82,63,US HOUSE,2,gen,,False,MIKE SIMPSON,REPUBLICAN,False,TOTAL,170274,280655,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,1,gen,,False,BOBBY L. RUSH,DEMOCRAT,False,TOTAL,189560,257885,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,2,gen,,False,ROBIN KELLY,DEMOCRAT,False,TOTAL,190684,235251,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,3,gen,,False,DANIEL WILLIAM LIPINSKI,DEMOCRAT,False,TOTAL,163053,223334,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,4,gen,,False,JESUS \CHUY\ GARCIA,DEMOCRAT,False,TOTAL,143895,166189,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,5,gen,,False,MIKE QUIGLEY,DEMOCRAT,False,TOTAL,213992,279131,False,20201202,False
True,2018,ILLINOIS,IL,17,33,21,US HOUSE,6,gen,,False,SEAN CASTEN,DEMOCRAT,False,TOTAL,169001,315446,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,7,gen,,False,DANNY K. DAVIS,DEMOCRAT,False,TOTAL,215746,246243,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,8,gen,,False,RAJA KRISHNAMOORTHI,DEMOCRAT,False,TOTAL,130054,197127,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,9,gen,,False,JANICE D. SCHAKOWSKY,DEMOCRAT,False,TOTAL,213368,290351,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,10,gen,,False,BRAD SCHNEIDER,DEMOCRAT,False,TOTAL,156540,238664,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,11,gen,,False,BILL FOSTER,DEMOCRAT,False,TOTAL,145407,227765,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,12,gen,,False,MIKE BOST,REPUBLICAN,False,TOTAL,134884,261543,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,13,gen,,False,RODNEY DAVIS,REPUBLICAN,False,TOTAL,136516,270981,False,20201202,False
True,2018,ILLINOIS,IL,17,33,21,US HOUSE,14,gen,,False,LAUREN UNDERWOOD,DEMOCRAT,False,TOTAL,156035,297199,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,15,gen,,False,JOHN M. SHIMKUS,REPUBLICAN,False,TOTAL,181294,255608,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,16,gen,,False,ADAM KINZINGER,REPUBLICAN,False,TOTAL,151254,255825,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,17,gen,,False,CHERI BUSTOS,DEMOCRAT,False,TOTAL,142659,229749,False,20201202,False
False,2018,ILLINOIS,IL,17,33,21,US HOUSE,18,gen,,False,DARIN LAHOOD,REPUBLICAN,False,TOTAL,195927,291413,False,20201202,False
False,2018,INDIANA,IN,18,32,22,US HOUSE,1,gen,,False,PETER J. VISCLOSKY,DEMOCRAT,False,TOTAL,159611,245209,False,20201202,False
False,2018,INDIANA,IN,18,32,22,US HOUSE,2,gen,,False,JACKIE WALORSKI,REPUBLICAN,False,TOTAL,125499,228889,False,20201202,False
False,2018,INDIANA,IN,18,32,22,US HOUSE,3,gen,,False,JIM BANKS,REPUBLICAN,False,TOTAL,158927,245537,False,20201202,False
False,2018,INDIANA,IN,18,32,22,US HOUSE,4,gen,,False,JIM BAIRD,REPUBLICAN,False,TOTAL,156539,244363,False,20201202,False
False,2018,INDIANA,IN,18,32,22,US HOUSE,5,gen,,False,SUSAN W. BROOKS,REPUBLICAN,False,TOTAL,180035,317177,False,20201202,False
False,2018,INDIANA,IN,18,32,22,US HOUSE,6,gen,,False,GREG PENCE,REPUBLICAN,False,TOTAL,154260,241726,False,20201202,False
False,2018,INDIANA,IN,18,32,22,US HOUSE,7,gen,,False,ANDRE D. CARSON,DEMOCRAT,False,TOTAL,141139,217596,False,20201202,False
False,2018,INDIANA,IN,18,32,22,US HOUSE,8,gen,,False,LARRY D. BUCSHON,REPUBLICAN,False,TOTAL,157396,244291,False,20201202,False
False,2018,INDIANA,IN,18,32,22,US HOUSE,9,gen,,False,TREY HOLLINGSWORTH,REPUBLICAN,False,TOTAL,153271,271361,False,20201202,False
True,2018,IOWA,IA,19,42,31,US HOUSE,1,gen,,False,ABBY FINKENAUER,DEMOCRAT,False,TOTAL,170342,334243,False,20201202,False
False,2018,IOWA,IA,19,42,31,US HOUSE,2,gen,,False,DAVE LOEBSACK,DEMOCRAT,False,TOTAL,171446,312913,False,20201202,False
True,2018,IOWA,IA,19,42,31,US HOUSE,3,gen,,False,CINDY AXNE,DEMOCRAT,False,TOTAL,175642,356241,False,20201202,False
False,2018,IOWA,IA,19,42,31,US HOUSE,4,gen,,False,STEVE KING,REPUBLICAN,False,TOTAL,157676,313251,False,20201202,False
False,2018,KANSAS,KS,20,47,32,US HOUSE,1,gen,,False,ROGER MARSHALL,REPUBLICAN,False,TOTAL,153082,224640,False,20201202,False
False,2018,KANSAS,KS,20,47,32,US HOUSE,2,gen,,False,STEVE WATKINS,REPUBLICAN,False,TOTAL,126098,264688,False,20201202,False
True,2018,KANSAS,KS,20,47,32,US HOUSE,3,gen,,False,SHARICE DAVIDS,DEMOCRAT,False,TOTAL,170518,318301,False,20201202,False
False,2018,KANSAS,KS,20,47,32,US HOUSE,4,gen,,False,RON ESTES,REPUBLICAN,False,TOTAL,144248,242693,False,20201202,False
False,2018,KENTUCKY,KY,21,61,51,US HOUSE,1,gen,,False,JAMES R. COMER,REPUBLICAN,False,TOTAL,172167,251016,False,20201202,False
False,2018,KENTUCKY,KY,21,61,51,US HOUSE,2,gen,,False,S. BRETT GUTHRIE,REPUBLICAN,False,TOTAL,171700,257345,False,20201202,False
False,2018,KENTUCKY,KY,21,61,51,US HOUSE,3,gen,,False,JOHN A. YARMUTH,DEMOCRAT,False,TOTAL,173002,278720,False,20201202,False
False,2018,KENTUCKY,KY,21,61,51,US HOUSE,4,gen,,False,THOMAS MASSIE,REPUBLICAN,False,TOTAL,162946,261812,False,20201202,False
False,2018,KENTUCKY,KY,21,61,51,US HOUSE,5,gen,,False,"HAROLD """"HAL"""" ROGERS",REPUBLICAN,False,TOTAL,172093,218017,False,20201202,False
False,2018,KENTUCKY,KY,21,61,51,US HOUSE,6,gen,,False,ANDY BARR,REPUBLICAN,False,TOTAL,154468,302888,False,20201202,False
False,2018,LOUISIANA,LA,22,72,45,US HOUSE,1,gen,,False,STEVE SCALISE,REPUBLICAN,False,TOTAL,192555,269325,False,20201202,False
False,2018,LOUISIANA,LA,22,72,45,US HOUSE,2,gen,,False,CEDRIC RICHMOND,DEMOCRAT,False,TOTAL,190182,235982,False,20201202,False
False,2018,LOUISIANA,LA,22,72,45,US HOUSE,3,gen,,False,CLAY HIGGINS,REPUBLICAN,False,TOTAL,136876,245943,False,20201202,False
False,2018,LOUISIANA,LA,22,72,45,US HOUSE,4,gen,,False,"""""MIKE"""" JOHNSON",REPUBLICAN,False,TOTAL,139326,216872,False,20201202,False
False,2018,LOUISIANA,LA,22,72,45,US HOUSE,5,gen,,False,RALPH ABRAHAM,REPUBLICAN,False,TOTAL,149018,223946,False,20201202,False
False,2018,LOUISIANA,LA,22,72,45,US HOUSE,6,gen,,False,GARRET GRAVES,REPUBLICAN,False,TOTAL,186553,268525,False,20201202,False
False,2018,MAINE,ME,23,11,2,US HOUSE,1,gen,,False,CHELLIE PINGREE,DEMOCRAT,False,TOTAL,201195,342053,False,20201202,False
False,2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,1,gen,,False,RICHARD E. NEAL,DEMOCRAT,False,TOTAL,211790,216900,False,20201202,False
False,2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,2,gen,,False,JAMES P. MCGOVERN,DEMOCRAT,False,TOTAL,191332,284893,False,20201202,False
False,2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,3,gen,,False,LORI LOUREIRO TRAHAN,DEMOCRAT,False,TOTAL,173175,279327,False,20201202,False
False,2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,4,gen,,False,"JOSEPH P. KENNEDY, III",DEMOCRAT,False,TOTAL,245289,251016,False,20201202,False
False,2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,5,gen,,False,KATHERINE M. CLARK,DEMOCRAT,False,TOTAL,236243,311324,False,20201202,False
False,2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,6,gen,,False,SETH W. MOULTON,DEMOCRAT,False,TOTAL,217703,333975,False,20201202,False
False,2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,7,gen,,False,AYANNA S. PRESSLEY,DEMOCRAT,False,TOTAL,216559,220411,False,20201202,False
False,2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,8,gen,,False,STEPHEN F. LYNCH,DEMOCRAT,False,TOTAL,259159,263307,False,20201202,False
False,2018,MASSACHUSETTS,MA,25,14,3,US HOUSE,9,gen,,False,BILL KEATING,DEMOCRAT,False,TOTAL,192347,323928,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,1,gen,,False,JACK BERGMAN,REPUBLICAN,False,TOTAL,187251,332497,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,2,gen,,False,BILL HUIZENGA,REPUBLICAN,False,TOTAL,168970,305463,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,3,gen,,False,JUSTIN AMASH,REPUBLICAN,False,TOTAL,169107,310740,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,4,gen,,False,JOHN MOOLENAAR,REPUBLICAN,False,TOTAL,178510,285050,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,5,gen,,False,DANIEL T. KILDEE,DEMOCRAT,False,TOTAL,164502,276413,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,6,gen,,False,FRED UPTON,REPUBLICAN,False,TOTAL,147436,293438,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,7,gen,,False,TIM WALBERG,REPUBLICAN,False,TOTAL,158730,295060,False,20201202,False
True,2018,MICHIGAN,MI,26,34,23,US HOUSE,8,gen,,False,ELISSA SLOTKIN,DEMOCRAT,False,TOTAL,172880,341593,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,9,gen,,False,ANDY LEVIN,DEMOCRAT,False,TOTAL,181734,304563,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,10,gen,,False,PAUL MITCHELL,REPUBLICAN,False,TOTAL,182808,303064,False,20201202,False
True,2018,MICHIGAN,MI,26,34,23,US HOUSE,11,gen,,False,HALEY STEVENS,DEMOCRAT,False,TOTAL,181912,350901,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,12,gen,,False,DEBBIE DINGELL,DEMOCRAT,False,TOTAL,200588,294628,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,13,gen,,False,RASHIDA TLAIB,DEMOCRAT,False,TOTAL,165355,196299,False,20201202,False
False,2018,MICHIGAN,MI,26,34,23,US HOUSE,14,gen,,False,BRENDA LAWRENCE,DEMOCRAT,False,TOTAL,214334,264994,False,20201202,False
True,2018,MINNESOTA,MN,27,41,33,US HOUSE,1,gen,,False,JIM HAGEDORN,REPUBLICAN,False,TOTAL,146200,291661,False,20201202,False
True,2018,MINNESOTA,MN,27,41,33,US HOUSE,2,gen,,False,ANGIE CRAIG,DEMOCRATIC-FARMER-LABOR,False,TOTAL,177958,337968,False,20201202,False
True,2018,MINNESOTA,MN,27,41,33,US HOUSE,3,gen,,False,DEAN PHILLIPS,DEMOCRATIC-FARMER-LABOR,False,TOTAL,202404,363949,False,20201202,False
True,2018,MINNESOTA,MN,27,41,33,US HOUSE,4,gen,,False,BETTY MCCOLLUM,DEMOCRATIC-FARMER-LABOR,False,TOTAL,216865,328614,False,20201202,False
True,2018,MINNESOTA,MN,27,41,33,US HOUSE,5,gen,,False,ILHAN OMAR,DEMOCRATIC-FARMER-LABOR,False,TOTAL,267703,343358,False,20201202,False
False,2018,MINNESOTA,MN,27,41,33,US HOUSE,6,gen,,False,TOM EMMER,REPUBLICAN,False,TOTAL,192931,315726,False,20201202,False
True,2018,MINNESOTA,MN,27,41,33,US HOUSE,7,gen,,False,COLLIN C. PETERSON,DEMOCRATIC-FARMER-LABOR,False,TOTAL,146672,281509,False,20201202,False
True,2018,MINNESOTA,MN,27,41,33,US HOUSE,8,gen,,False,PETE STAUBER,REPUBLICAN,False,TOTAL,159364,314211,False,20201202,False
False,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,1,gen,,False,TRENT KELLY,REPUBLICAN,False,TOTAL,158245,236521,False,20201202,False
False,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,2,gen,,False,BENNIE G. THOMPSON,DEMOCRAT,False,TOTAL,158921,221379,False,20201202,False
False,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,3,gen,,False,MICHAEL GUEST,REPUBLICAN,False,TOTAL,160284,257271,False,20201202,False
False,2018,MISSISSIPPI,MS,28,64,46,US HOUSE,4,gen,,False,STEVEN PALAZZO,REPUBLICAN,False,TOTAL,152633,223732,False,20201202,False
False,2018,MISSOURI,MO,29,43,34,US HOUSE,1,gen,,False,LACY CLAY,DEMOCRAT,False,TOTAL,219781,274375,False,20201202,False
False,2018,MISSOURI,MO,29,43,34,US HOUSE,2,gen,,False,ANN WAGNER,REPUBLICAN,False,TOTAL,192477,376066,False,20201202,False
False,2018,MISSOURI,MO,29,43,34,US HOUSE,3,gen,,False,BLAINE LUETKEMEYER,REPUBLICAN,False,TOTAL,211243,324608,False,20201202,False
False,2018,MISSOURI,MO,29,43,34,US HOUSE,4,gen,,False,VICKY HARTZLER,REPUBLICAN,False,TOTAL,190138,293316,False,20201202,False
False,2018,MISSOURI,MO,29,43,34,US HOUSE,5,gen,,False,"EMANUEL CLEAVER, II",DEMOCRAT,False,TOTAL,175019,283785,False,20201202,False
False,2018,MISSOURI,MO,29,43,34,US HOUSE,6,gen,,False,SAM GRAVES,REPUBLICAN,False,TOTAL,199796,305409,False,20201202,False
False,2018,MISSOURI,MO,29,43,34,US HOUSE,7,gen,,False,BILLY LONG,REPUBLICAN,False,TOTAL,196343,296455,False,20201202,False
False,2018,MISSOURI,MO,29,43,34,US HOUSE,8,gen,,False,JASON SMITH,REPUBLICAN,False,TOTAL,194042,264399,False,20201202,False
False,2018,MONTANA,MT,30,81,64,US HOUSE,0,gen,,False,GREG GIANFORTE,REPUBLICAN,False,TOTAL,256661,504421,False,20201202,False
False,2018,NEBRASKA,NE,31,46,35,US HOUSE,1,gen,,False,JEFF FORTENBERRY,REPUBLICAN,False,TOTAL,141712,234781,False,20201202,False
False,2018,NEBRASKA,NE,31,46,35,US HOUSE,2,gen,,False,DON BACON,REPUBLICAN,False,TOTAL,126715,248485,False,20201202,False
False,2018,NEBRASKA,NE,31,46,35,US HOUSE,3,gen,,False,ADRIAN SMITH,REPUBLICAN,False,TOTAL,163650,213304,False,20201202,False
